fc_id,em_id,score,label,dataset,orient_type,orient_angle_deg
TH-F-200124,915960391,0,0.9,D4,0,
TH-M-000030,328533761,0,1.0,D4,0,
TH-M-000030,736860990,0,0.0,D4,0,
TH-M-200035,5813078062,0,0.0,D4,0,
Trh-M-700039,792692885,0,0.0,D4,0,29.355295181274414
VGlut-F-000111,5813068559,0,0.2,D4,1,11.265192985534668
VGlut-F-200036,5813027276,0,0.1,D4,0,75.2112045288086
fru-F-400081,731736853,0,0.9,D4,0,
fru-M-300255,267214250,0,0.9,D4,0,
fru-M-400329,298258399,0,0.8,D4,0,
fru-M-800062,731736853,0,0.9,D4,0,
fru-M-800135,360591860,0,0.8,D4,1,4.550661087036133
Cha-F-200447,667931999,0,0.7,D4,1,8.59886646270752
Cha-F-200451,703106626,0,0.9,D4,0,
Cha-F-500144,1076159832,0,0.8,D4,0,
Cha-F-600151,1324373969,0,0.6,D4,0,
Cha-F-600151,1474084639,0,0.7,D4,0,
Gad1-F-000080,1167982211,0,0.7,D4,0,
Gad1-F-000169,1198006801,0,0.7,D4,0,3.5488927364349365
Gad1-F-000169,1416900410,0,0.7,D4,0,
Gad1-F-100604,1817712927,0,0.6,D4,1,2.9670889377593994
Gad1-F-100604,800212579,0,0.6,D4,1,3.2672853469848633
Gad1-F-300369,1008378609,0,0.8,D4,1,2.508894443511963
Gad1-F-400172,861237679,0,0.6,D4,0,
Gad1-F-400249,948709216,0,0.7,D4,1,5.280826091766357
Gad1-F-400303,860905614,0,0.8,D4,0,
Gad1-F-600135,1230026228,0,0.8,D4,0,
Gad1-F-700047,1167982211,0,0.8,D4,0,
Gad1-F-700047,1230026402,0,0.8,D4,0,
Gad1-F-700113,5813033535,0,0.7,D4,0,3.45292329788208
Gad1-F-900080,667931999,0,0.7,D4,1,2.828193187713623
TH-M-700001,5813054384,0,0.7,D4,1,7.817707538604736
TH-M-700001,947573616,0,0.6,D4,0,1.9884957075119019
Trh-F-000011,329289084,0,0.8,D4,1,7.845376968383789
Trh-F-000011,5813019588,0,0.8,D4,1,9.467034339904785
Trh-F-200007,947685488,0,0.9,D4,0,
Trh-F-200053,946308203,0,0.8,D4,1,4.198712348937988
Trh-F-200053,5813055834,0,0.8,D4,0,
Trh-F-300042,326530038,0,0.9,D4,0,9.787374496459961
Trh-F-300066,575845494,0,0.7,D4,1,5.442765235900879
Trh-F-300072,5813054384,0,0.7,D4,1,2.9004976749420166
Trh-F-300072,947573616,0,0.6,D4,0,7.628305912017822
Trh-F-300137,1070426862,0,0.8,D4,0,
Trh-M-000023,5813054384,0,0.7,D4,1,6.105957508087158
Trh-M-000023,5813021112,0,0.5,D4,0,25.281572341918945
Trh-M-000077,5813057579,0,0.5,D4,0,9.305397987365723
Trh-M-000077,5813054384,0,0.7,D4,1,8.19893741607666
Trh-M-000093,5813055834,0,0.7,D4,0,
Trh-M-000119,5813054384,0,0.7,D4,1,5.310354232788086
Trh-M-000119,947573616,0,0.6,D4,0,7.796412944793701
Trh-M-000140,5813054384,0,0.7,D4,1,4.711435317993164
Trh-M-000140,1406911688,0,0.4,D4,1,7.598869323730469
Trh-M-100022,548712377,0,0.8,D4,1,6.272823333740234
Trh-M-100022,330640044,0,0.3,D4,1,0.3019646406173706
Trh-M-100080,329289084,0,0.7,D4,1,7.544623851776123
Trh-M-100080,452029745,0,0.7,D4,1,7.266821384429932
Trh-M-200041,297251714,0,0.6,D4,0,4.653452396392822
Trh-M-200041,296139882,0,0.6,D4,0,9.410893440246582
Trh-M-200071,5813061495,0,0.2,D4,1,6.156382083892822
Trh-M-300085,362507326,0,0.4,D4,0,
Trh-M-300128,5813049824,0,0.5,D4,1,6.112600326538086
Trh-M-300128,5813061495,0,0.5,D4,1,4.603768825531006
Trh-M-400037,5813049824,0,0.2,D4,1,8.038392066955566
VGlut-F-000077,550404663,0,0.7,D4,0,40.55094909667969
VGlut-F-000077,424918786,0,0.3,D4,0,
VGlut-F-000091,739256609,0,0.8,D4,0,26.92655372619629
VGlut-F-000132,925008763,0,0.7,D4,0,
VGlut-F-000132,708290604,0,0.7,D4,1,10.063254356384277
VGlut-F-000410,1313849992,0,0.7,D4,0,13.89199447631836
VGlut-F-000419,5813052909,0,0.7,D4,0,
VGlut-F-100237,5901232053,0,0.2,D4,0,
VGlut-F-200048,799868224,0,0.8,D4,1,8.935822486877441
VGlut-F-200478,1230026228,0,0.6,D4,0,
VGlut-F-200478,1167645523,0,0.6,D4,0,
VGlut-F-200594,5813058048,0,0.8,D4,0,3.0265326499938965
VGlut-F-400014,550404663,0,0.7,D4,0,39.82355499267578
VGlut-F-400014,5813011443,0,0.2,D4,0,13.037582397460938
VGlut-F-400502,5813056054,0,0.6,D4,0,4.191523551940918
VGlut-F-400502,486194398,0,0.6,D4,0,7.661778926849365
VGlut-F-500430,485249150,0,0.5,D4,0,
VGlut-F-700399,1255630350,0,0.7,D4,1,1.5404036045074463
VGlut-F-900076,859265651,0,0.2,D4,0,28.412363052368164
VGlut-F-900076,388975834,0,0.2,D4,0,7.098293304443359
fru-F-100022,298258399,0,0.7,D4,0,
fru-F-100059,949986251,0,0.7,D4,0,
fru-F-100059,1293468282,0,0.7,D4,1,4.90516471862793
fru-F-200173,1292713151,0,0.7,D4,0,
fru-F-300172,5901193671,0,0.8,D4,0,25.582067489624023
fru-F-500250,550750102,0,0.7,D4,0,
fru-M-000087,925008763,0,0.7,D4,0,
fru-M-000174,550326974,0,0.6,D4,0,
fru-M-000202,267551639,0,0.7,D4,0,
fru-M-400120,267214250,0,0.9,D4,0,
VGlut-F-100374,1888199872,0,0.8,D4,0,39.204856872558594
VGlut-F-100374,5813034455,0,0.8,D4,0,33.303245544433594
TH-M-300032,5813020735,0,0.8,D4,1,4.508716106414795
VGlut-F-400641,1312061760,0,0.8,D4,0,12.027524948120117
TH-F-100111,792040520,0,0.9,D4,0,
fru-M-300332,673776769,0,0.3,D4,0,23.84166717529297
Gad1-F-600594,1667251683,0,0.4,D4,0,10.857701301574707
fru-M-500322,5813021602,0,0.1,D4,0,40.9519157409668
fru-M-100277,390331583,0,0.7,D4,1,14.58225154876709
Trh-M-200100,1888199872,0,0.1,D4,0,48.625144958496094
Trh-M-200100,5813034455,0,0.1,D4,0,42.67795944213867
fru-M-200408,5813054384,0,0.7,D4,1,8.276827812194824
fru-M-200408,1378251040,0,0.6,D4,1,13.530834197998047
5HT1A-F-300000,1351065769,0,0.9,D4,0,
fru-M-200273,550326974,0,0.6,D4,0,
fru-M-200357,1325133618,0,0.8,D4,0,31.839447021484375
VGlut-F-500164,550404663,0,0.8,D4,0,11.63827896118164
VGlut-F-500164,674882250,0,0.4,D4,0,15.870848655700684
VGlut-F-000232,5813054384,0,0.9,D4,1,2.94636607170105
Gad1-F-700255,1012112513,0,0.9,D4,1,8.248359680175781
Gad1-F-700255,946658448,0,0.9,D4,0,
fru-M-000339,5813019588,0,0.8,D4,1,7.264012336730957
Gad1-F-600304,5813054622,0,0.7,D4,0,36.393943786621094
Gad1-F-600304,5813054777,0,0.7,D4,0,39.24229431152344
Gad1-F-800572,5813013574,0,0.8,D4,1,12.132159233093262
Gad1-F-800572,1044701474,0,0.7,D4,1,3.303278923034668
VGlut-F-200250,5813020996,0,0.9,D4,1,9.502699851989746
VGlut-F-400320,5813039309,0,0.0,D4,0,23.340282440185547
VGlut-F-400320,1671257931,0,0.0,D4,0,
Gad1-F-700282,518930199,0,0.7,D4,0,
TH-F-000028,5813054384,0,0.9,D4,1,7.567582130432129
TH-F-000028,5813021112,0,0.7,D4,0,26.040937423706055
VGlut-F-500428,1639886198,0,0.0,D4,0,35.298973083496094
5HT1A-F-400024,1313849992,0,0.9,D4,0,7.2455153465271
VGlut-F-600323,1130458829,0,0.9,D4,1,12.24850845336914
VGlut-F-600323,1005624122,0,0.9,D4,1,11.595999717712402
fru-M-200271,925008763,0,0.8,D4,0,
Trh-F-100069,823058891,0,0.4,D4,1,5.294093608856201
Trh-F-100069,5813054384,0,0.9,D4,1,6.99737024307251
fru-M-700205,361005850,0,0.0,D4,0,47.633705139160156
TH-F-100113,5813054384,0,0.9,D4,1,4.247960567474365
TH-F-100113,797442049,0,0.1,D4,0,9.038006782531738
VGlut-F-600091,1130458829,0,0.8,D4,1,11.914922714233398
TH-F-000000,5813054622,0,0.2,D4,0,39.80723190307617
TH-F-000000,5813054777,0,0.2,D4,0,43.65645980834961
Gad1-F-600218,5813054077,0,0.8,D4,1,16.789846420288086
Gad1-F-600218,1105459542,0,0.7,D4,1,20.850797653198242
VGlut-F-500523,975289165,0,0.8,D4,0,
VGlut-F-500523,944249308,0,0.8,D4,0,
Trh-M-200022,388975834,0,0.2,D4,0,24.52266502380371
Trh-M-200022,297938585,0,0.8,D4,1,9.05594539642334
Trh-F-100023,823058891,0,0.0,D4,1,3.0278258323669434
Trh-F-100023,5813054384,0,0.8,D4,1,3.266685962677002
5HT1A-F-700024,975289165,0,0.8,D4,0,
5HT1A-F-700024,1130458829,0,0.8,D4,1,10.143539428710938
fru-M-800110,550326974,0,0.8,D4,0,
fru-M-300325,5813021602,0,0.3,D4,0,29.579116821289062
fru-M-300325,361005850,0,0.3,D4,0,37.81172561645508
Gad1-F-000162,543256347,0,0.6,D4,0,4.622198104858398
fru-M-900070,5813019588,0,0.8,D4,1,7.616281986236572
fru-M-900070,946641212,0,0.8,D4,1,7.361352920532227
Trh-F-200112,203253253,0,0.9,D4,1,3.22737455368042
VGlut-F-600711,5813034455,0,0.6,D4,0,29.790163040161133
VGlut-F-600711,1667251683,0,0.5,D4,0,1.7943871021270752
Gad1-F-100112,5813056917,0,0.8,D4,1,4.068230628967285
VGlut-F-300246,5813054384,0,0.9,D4,1,3.4455442428588867
VGlut-F-300246,947573616,0,0.3,D4,0,9.301383972167969
5-HT1B-F-500017,1946178096,0,0.5,D4,0,47.704368591308594
5-HT1B-F-500017,5813054622,0,0.6,D4,0,36.519901275634766
fru-M-100291,298258399,0,0.8,D4,0,
TH-M-000047,5813060068,0,0.6,D4,0,21.369686126708984
TH-F-100109,5813054384,0,0.9,D4,1,2.605116128921509
TH-F-100109,797442049,0,0.3,D4,0,11.891990661621094
VGlut-F-500200,1130458829,0,0.8,D4,1,10.67982292175293
VGlut-F-500200,944249308,0,0.8,D4,0,
TH-M-200092,297183251,0,0.8,D4,0,
TH-M-200092,5813081818,0,0.8,D4,0,
fru-M-000376,5813019588,0,0.7,D4,1,6.89312744140625
fru-M-000376,5813055834,0,0.7,D4,0,
VGlut-F-700170,1702651358,0,0.0,D4,0,59.863433837890625
VGlut-F-700170,1640922754,0,0.0,D4,0,60.80173873901367
Gad1-F-200472,1888199872,0,0.5,D4,0,27.207796096801758
Gad1-F-200472,1702306037,0,0.0,D4,0,33.71057891845703
TH-F-200090,1224941044,0,0.9,D4,0,37.683013916015625
TH-F-200090,1224595273,0,0.9,D4,0,
VGlut-F-400233,975289165,0,0.8,D4,0,
VGlut-F-400233,1130458829,0,0.8,D4,1,17.109424591064453
Gad1-F-600267,911574041,0,0.8,D4,1,15.833342552185059
TH-F-200114,5813054384,0,0.8,D4,0,11.665891647338867
TH-F-200114,1352676969,0,0.3,D4,0,
fru-M-800105,550326974,0,0.6,D4,0,
Cha-F-000239,5813054777,0,0.0,D4,0,37.34796142578125
VGlut-F-500239,5813055632,0,0.8,D4,1,5.361364364624023
Gad1-F-700167,5901196806,0,0.8,D4,0,
Gad1-F-700167,2135408892,0,0.0,D4,0,
VGlut-F-300554,1702651358,0,0.0,D4,0,64.33946228027344
VGlut-F-300554,5813039309,0,0.0,D4,0,17.794294357299805
TH-M-200070,1035601661,0,0.9,D4,0,
fru-M-200345,731736853,0,0.9,D4,0,
Trh-F-200030,1888199872,0,0.0,D4,0,48.5751838684082
Trh-F-200030,5813034455,0,0.0,D4,0,42.57218933105469
VGlut-F-100118,1313849992,0,0.8,D4,0,12.024195671081543
Cha-F-000009,1048215779,0,0.9,D5,1,9.893739700317383
Cha-F-400112,1224258912,0,0.0,D5,0,22.410547256469727
Cha-F-400112,5813022925,0,0.0,D5,0,19.664628982543945
Cha-F-400201,1639886198,0,0.0,D5,0,40.8193359375
Cha-F-400201,1640555311,0,0.0,D5,0,22.714284896850586
Cha-F-800086,579916831,0,0.0,D5,0,32.52626037597656
Cha-F-800086,5812981543,0,0.9,D5,1,31.288257598876953
E0585-F-200015,518899665,0,0.4,D5,1,29.35891342163086
E0585-F-300042,457175171,0,0.8,D5,1,32.5043830871582
E0585-F-300042,642664141,0,1.0,D5,0,33.30855178833008
fru-F-200052,1228683492,0,0.0,D5,0,18.42629051208496
fru-F-200052,456156825,0,0.0,D5,1,34.09888458251953
fru-F-400010,862705904,0,0.9,D5,1,3.6936376094818115
fru-F-400010,1173745330,0,0.9,D5,0,8.432819366455078
fru-F-400071,1205090786,0,0.6,D5,0,8.991517066955566
fru-F-400071,1173745330,0,0.8,D5,0,10.172660827636719
fru-F-400141,862705904,0,0.7,D5,0,11.091765403747559
fru-F-400141,1142356576,0,0.9,D5,0,11.732266426086426
fru-F-400196,1100792636,0,0.0,D5,0,22.77301788330078
fru-F-400196,1141324564,0,0.8,D5,0,14.201322555541992
fru-F-400214,983759126,0,0.8,D5,0,9.153624534606934
fru-F-400214,1173045815,0,0.8,D5,0,3.705387592315674
fru-F-400229,5813087817,0,0.5,D5,0,8.766474723815918
fru-F-400229,1700644008,0,0.0,D5,0,41.152732849121094
fru-F-400338,1141678665,0,0.8,D5,0,14.115933418273926
fru-F-400338,1205090786,0,0.8,D5,0,10.102676391601562
fru-F-400437,1173745330,0,0.8,D5,0,14.087956428527832
fru-F-400437,1141678665,0,0.8,D5,0,12.518477439880371
fru-F-400475,5901203987,0,0.0,D5,1,17.94968605041504
fru-F-400475,519591210,0,0.0,D5,1,31.66401481628418
fru-F-500083,1261130127,0,0.0,D5,0,24.08083152770996
fru-F-500083,1261129711,0,0.0,D5,0,25.71978759765625
fru-F-500115,1206114100,0,0.8,D5,1,10.545047760009766
fru-F-500115,1173745330,0,0.8,D5,0,3.6269843578338623
fru-F-500297,1051630846,0,0.9,D5,1,13.055614471435547
fru-F-500297,948035783,0,0.0,D5,1,23.41564178466797
fru-F-500435,1142011140,0,0.6,D5,0,31.448265075683594
fru-F-500435,1510648834,0,0.0,D5,1,32.12644958496094
fru-F-500584,862705904,0,0.8,D5,1,9.572468757629395
fru-F-500584,1205090786,0,0.8,D5,1,8.661111831665039
fru-F-600168,1101133698,0,0.0,D5,0,31.48101234436035
fru-F-600168,977343309,0,0.0,D5,1,32.61985778808594
fru-F-600186,609587511,0,0.0,D5,1,20.602832794189453
fru-F-600186,550280614,0,0.0,D5,1,16.02849769592285
fru-F-700104,1142365351,0,0.8,D5,0,4.838614463806152
fru-F-700104,1173745330,0,0.8,D5,0,15.79412841796875
fru-F-700114,1224945418,0,0.0,D5,0,24.99311065673828
fru-F-700114,1224258912,0,0.0,D5,1,23.769624710083008
fru-F-700163,1142356576,0,0.8,D5,0,12.796304702758789
fru-F-700163,862705904,0,0.8,D5,0,7.138859272003174
fru-F-700245,1204175835,0,0.9,D5,1,8.387005805969238
fru-F-700245,1100792636,0,0.0,D5,0,16.736549377441406
fru-F-700257,1141337605,0,0.4,D5,0,12.0120267868042
fru-F-700257,1224258912,0,0.0,D5,1,13.648143768310547
fru-M-400031,1290416713,0,0.0,D5,0,22.57023048400879
fru-M-400031,1198006801,0,0.0,D5,0,16.576791763305664
fru-M-400362,955464899,0,0.6,D5,0,9.583367347717285
fru-M-400362,1469403612,0,0.5,D5,0,14.35324764251709
fru-M-400401,955464899,0,0.7,D5,1,6.536600589752197
fru-M-400401,829261936,0,0.6,D5,1,8.87170124053955
fru-M-500174,266187383,0,0.0,D5,0,33.399986267089844
fru-M-500174,977343309,0,0.0,D5,1,31.827186584472656
fru-M-500374,737832306,0,0.0,D5,0,4.7270426750183105
fru-M-500374,1224258912,0,0.0,D5,0,38.760231018066406
fru-M-500377,1100792636,0,0.0,D5,0,9.238482475280762
fru-M-500377,5813057274,0,0.0,D5,0,8.199535369873047
fru-M-500383,5813034306,0,0.5,D5,0,18.304515838623047
fru-M-500383,1205090786,0,0.7,D5,0,18.38720703125
fru-M-700067,1228683492,0,0.0,D5,0,17.218551635742188
fru-M-700067,550617370,0,0.0,D5,0,34.460025787353516
fru-M-700270,1204175835,0,0.9,D5,1,12.682600975036621
fru-M-700270,1510648834,0,0.3,D5,1,11.937644958496094
G0239-F-000008,267896360,0,0.0,D5,0,46.62021255493164
G0239-F-000011,676573560,0,0.0,D5,0,19.801429748535156
G0239-F-000011,636667489,0,0.0,D5,1,12.88228988647461
Gad1-F-001409,1610224198,0,0.0,D5,1,2.4541549682617188
Gad1-F-001409,1641250106,0,0.0,D5,1,2.087503671646118
Gad1-F-101173,5813020585,0,0.0,D5,1,7.841398239135742
Gad1-F-101173,5813020455,0,0.0,D5,1,8.897021293640137
Gad1-F-200227,5813022201,0,0.8,D5,1,7.321585655212402
Gad1-F-200227,860983686,0,0.8,D5,1,5.684134483337402
Gad1-F-300153,1224258912,0,0.0,D5,1,4.644435405731201
Gad1-F-300153,1224945418,0,0.0,D5,0,1.1026939153671265
Gad1-F-300275,702389193,0,0.0,D5,1,22.16945457458496
Gad1-F-300309,955464899,0,0.8,D5,1,4.151712894439697
Gad1-F-300309,862705904,0,0.8,D5,1,4.515227794647217
Gad1-F-301525,422682603,0,0.7,D5,1,5.934815406799316
Gad1-F-301525,1419019956,0,0.7,D5,1,6.207314491271973
Gad1-F-301704,424789697,0,0.0,D5,1,8.248382568359375
Gad1-F-301704,760686202,0,0.0,D5,1,1.6575298309326172
Gad1-F-400259,518899665,0,0.0,D5,1,30.101478576660156
Gad1-F-400259,296543992,0,0.0,D5,0,29.906251907348633
Gad1-F-400718,1266871604,0,0.7,D5,1,3.751706600189209
Gad1-F-400718,673518025,0,0.0,D5,1,45.567649841308594
Gad1-F-400957,1262114202,0,0.6,D5,1,1.273800015449524
Gad1-F-400957,1261423370,0,0.6,D5,1,4.91099214553833
Gad1-F-402516,829261936,0,0.9,D5,1,9.271903991699219
Gad1-F-402516,862705904,0,0.9,D5,1,7.367748737335205
Gad1-F-500136,946641153,0,0.0,D5,1,11.156179428100586
Gad1-F-500136,1290416713,0,0.0,D5,0,32.1030158996582
Gad1-F-500365,613719036,0,0.8,D5,1,6.310841083526611
Gad1-F-500524,1173045815,0,0.9,D5,0,9.987983703613281
Gad1-F-500524,1141337605,0,0.9,D5,0,11.155261993408203
Gad1-F-500559,5813022201,0,0.7,D5,1,8.907723426818848
Gad1-F-500559,1171690479,0,0.9,D5,1,6.808756351470947
Gad1-F-502126,1142365351,0,0.9,D5,1,5.418479919433594
Gad1-F-502126,956138930,0,0.9,D5,0,9.434568405151367
Gad1-F-600109,1670278227,0,0.0,D5,0,28.269437789916992
Gad1-F-600109,1510648834,0,0.0,D5,0,3.1865956783294678
Gad1-F-600115,946641153,0,0.0,D5,1,10.388680458068848
Gad1-F-600345,922810839,0,0.0,D5,0,15.679975509643555
Gad1-F-600345,5813077405,0,0.0,D5,1,43.054359436035156
Gad1-F-601324,5812980638,0,0.0,D5,1,20.535490036010742
Gad1-F-601324,1172372382,0,0.0,D5,1,10.666067123413086
Gad1-F-700131,613719036,0,0.8,D5,1,9.210317611694336
Gad1-F-800094,1198330641,0,0.0,D5,0,9.03407096862793
Gad1-F-800094,1290416713,0,0.0,D5,0,16.77932357788086
Gad1-F-900001,1290416713,0,0.0,D5,0,16.454978942871094
Gad1-F-900001,5813026366,0,0.0,D5,0,50.0628547668457
Gad1-F-900194,1448929233,0,0.0,D5,0,36.85453414916992
Gad1-F-900194,1193560072,0,0.0,D5,0,18.627586364746094
TH-F-000101,421641859,0,0.0,D5,1,18.081979751586914
TH-F-100083,329970706,0,0.0,D5,1,8.823319435119629
TH-F-100099,329970706,0,0.4,D5,1,7.902439594268799
TH-F-200030,328943204,0,0.4,D5,1,7.177585124969482
TH-F-200030,203253253,0,0.4,D5,1,2.4904143810272217
TH-F-200033,608922563,0,0.0,D5,1,20.864351272583008
TH-F-200081,330268940,0,0.0,D5,1,11.956649780273438
TH-F-300020,484911954,0,0.0,D5,1,7.838695049285889
TH-F-300020,1048172314,0,0.0,D5,1,10.877209663391113
TH-F-300073,328943204,0,0.6,D5,1,2.8390390872955322
TH-F-300073,361040812,0,0.0,D5,0,4.870253086090088
TH-F-700001,418969956,0,0.0,D5,1,36.82371139526367
TH-F-700001,297166053,0,0.0,D5,1,0.755628764629364
TH-F-700004,643830129,0,0.0,D5,1,19.889362335205078
TH-F-700004,5813089803,0,0.0,D5,1,11.136534690856934
TH-F-700016,5812982779,0,0.7,D5,1,4.354511260986328
TH-F-700016,5813089803,0,0.0,D5,1,19.84373664855957
TH-F-700022,946645313,0,0.0,D5,1,18.79852867126465
TH-F-700022,981362334,0,0.6,D5,1,12.181475639343262
TH-M-300021,5813049380,0,0.4,D5,1,15.070826530456543
TH-M-500003,580287695,0,0.0,D5,1,32.656715393066406
TH-M-500003,456156825,0,0.0,D5,1,43.5496826171875
TH-M-600002,1224258912,0,0.0,D5,0,32.87452697753906
TH-M-600002,1193560072,0,0.0,D5,0,27.8900203704834
TH-M-600003,1224595289,0,0.0,D5,0,43.46513748168945
TH-M-600003,1224258912,0,0.0,D5,0,44.72563171386719
TH-M-700002,1224595289,0,0.0,D5,1,26.643125534057617
TH-M-700002,1224945418,0,0.0,D5,0,29.514188766479492
TH-M-700013,5812979156,0,0.6,D5,0,5.478151321411133
TH-M-700013,644417074,0,0.7,D5,0,3.778749465942383
TH-M-700017,604864392,0,0.0,D5,1,18.560529708862305
TH-M-700017,454439022,0,0.0,D5,1,39.87981414794922
Trh-M-000099,1602402027,0,0.5,D5,1,4.942168712615967
Trh-M-000099,986828383,0,0.6,D5,1,7.562315940856934
VGlut-F-200594,328632707,0,0.0,D5,0,23.877668380737305
VGlut-F-300680,5813020585,0,0.6,D5,1,6.980108261108398
VGlut-F-300680,1322474586,0,0.6,D5,1,8.241525650024414
VGlut-F-800070,894551935,0,0.7,D5,0,16.212743759155273
VGlut-F-800070,832357089,0,0.0,D5,1,49.370201110839844
VT0765-F-700001,613079053,0,0.3,D5,1,16.30270767211914
VT0765-F-700001,486544396,0,0.0,D5,1,17.621397018432617
VT16811-F-700000,1078693835,0,0.0,D5,1,17.556642532348633
VT16811-F-700000,1729935421,0,0.0,D5,1,10.670992851257324
VT24618-F-700000,5813058048,0,0.0,D5,0,9.6146821975708
VT24618-F-700000,299082033,0,0.0,D5,1,6.252066612243652
VT38815-F-700000,799586652,0,0.0,D5,1,24.75044059753418
VT38815-F-700000,1640555311,0,0.0,D5,0,1.9575474262237549
VT38815-F-700001,799586652,0,0.0,D5,1,29.120010375976562
VT38815-F-700001,485745069,0,0.0,D5,1,5.477972507476807
VT43401-F-700002,575768294,0,0.0,D5,1,16.16075325012207
VT43401-F-700002,5813020673,0,0.0,D5,1,5.417611598968506
VT50245-F-700000,5813058316,0,0.0,D5,1,30.003263473510742
VT50245-F-700000,700486220,0,0.0,D5,0,26.189435958862305
VT50245-F-700001,612414168,0,0.0,D5,0,32.08688735961914
VT50245-F-700001,674807824,0,0.0,D5,0,34.31696701049805
VT50733-F-700000,919763043,0,0.0,D5,0,11.10741138458252
VT50733-F-700000,519046655,0,0.0,D5,1,40.85454177856445
VT58722-F-700000,549282467,0,0.6,D5,0,18.029985427856445
VT58722-F-700000,326253554,0,0.4,D5,0,21.83131217956543
VT58722-F-700001,673509195,0,0.0,D5,1,34.23794937133789
VT58722-F-700001,946990515,0,0.0,D5,1,30.740129470825195
VT5948-F-700000,422725634,0,0.8,D5,1,30.86179542541504
VT5948-F-700000,519279166,0,0.0,D5,0,12.172618865966797
VT5948-F-700001,422725634,0,0.6,D5,1,33.02484893798828
VT5948-F-700001,736174181,0,0.0,D5,0,5.99783182144165
Cha-F-000088,1640909284,0,0.6,D6,0,
Cha-F-400237,1135441187,0,0.5,D6,0,
Trh-M-200043,1671620613,0,0.0,D6,0,51.80360794067383
Trh-F-100001,5813062858,0,0.7,D6,1,4.156992435455322
Cha-F-000088,1699974843,0,0.6,D6,0,35.84720993041992
Cha-F-000088,1704347707,0,0.6,D6,0,43.97216796875
VGlut-F-400757,1640922516,0,0.0,D6,0,41.82927322387695
VGlut-F-200392,792326206,0,0.6,D6,0,
Cha-F-000088,5813055277,0,0.6,D6,0,12.25565242767334
Cha-F-000088,5813056598,0,0.6,D6,0,7.910261154174805
Cha-F-200299,1135441187,0,0.6,D6,0,
VGlut-F-500876,1640922516,0,0.0,D6,0,50.532344818115234
VGlut-F-400898,1640922516,0,0.0,D6,0,55.45034408569336
VGlut-F-500876,1667251683,0,0.0,D6,0,14.599590301513672
Trh-M-100024,5813049824,0,0.7,D6,1,5.586546897888184
Trh-M-500163,862671913,0,0.6,D6,0,
VGlut-F-400186,1640922516,0,0.0,D6,0,56.82138442993164
VGlut-F-500335,1640922516,0,0.0,D6,0,63.16157531738281
Trh-M-100024,5813020684,0,0.4,D6,1,8.185636520385742
VGlut-F-700541,1640922516,0,0.0,D6,0,67.00605010986328
TH-F-200026,330640044,0,0.0,D6,1,8.712936401367188
Trh-M-300140,1008024276,0,0.6,D6,0,
Trh-M-400023,953414780,0,0.6,D6,0,64.52595520019531
Trh-M-100024,5813055834,0,0.7,D6,0,
VGlut-F-500876,1669924220,0,0.0,D6,0,
Trh-M-100024,946308203,0,0.7,D6,1,5.135645866394043
TH-F-100036,5812980529,0,0.7,D6,1,3.140181303024292
Trh-M-500163,953410147,0,0.6,D6,0,
Trh-M-500163,768555687,0,0.6,D6,1,14.923798561096191
VGlut-F-800130,1671257931,0,0.6,D6,0,
VGlut-F-200319,5813055865,0,0.6,D6,0,
TH-M-000029,5813021602,0,0.6,D6,0,10.654529571533203
VGlut-F-800130,2135408892,0,0.5,D6,0,
VGlut-F-800130,5813132949,0,0.5,D6,0,
Trh-M-400110,953414780,0,0.6,D6,0,52.68476867675781
Trh-M-500163,672006007,0,0.6,D6,1,16.69908332824707
TH-F-000019,5813021602,0,0.7,D6,0,22.4068603515625
Trh-F-400055,1070426862,0,0.7,D6,0,
TH-F-300062,1262360335,0,0.5,D6,0,6.34180212020874
Trh-M-500163,891663788,0,0.6,D6,0,
VGlut-F-000463,1037293275,0,0.7,D6,0,
Trh-M-400110,1008024276,0,0.6,D6,0,
Trh-F-300112,953414780,0,0.6,D6,0,79.41693115234375
Trh-F-400055,1008024276,0,0.7,D6,0,
Trh-F-300112,922069357,0,0.7,D6,0,17.68863296508789
Trh-F-300112,1008024276,0,0.7,D6,0,
Trh-M-400023,988567837,0,0.6,D6,0,
TH-M-100063,1449247522,0,0.6,D6,0,
VGlut-F-400898,1668944259,0,0.5,D6,0,
Trh-M-400052,1008024276,0,0.6,D6,0,
VGlut-F-800130,1640555311,0,0.5,D6,0,85.79277801513672
Trh-F-400055,953414780,0,0.6,D6,0,70.61631774902344
Trh-F-300112,5813053851,0,0.7,D6,0,37.29549026489258
Trh-M-400131,1008024276,0,0.6,D6,0,
Trh-M-400110,957506896,0,0.6,D6,0,31.842370986938477
fru-F-000094,298603730,0,0.7,D6,0,
Cha-F-000239,1733677514,0,0.0,D6,1,11.925271987915039
TH-F-000036,5813011298,0,0.3,D6,1,10.670974731445312
VGlut-F-400757,5901196806,0,0.6,D6,0,
Cha-F-000239,1037293275,0,0.0,D6,0,
VGlut-F-000177,672283773,0,0.0,D6,1,9.07198715209961
Trh-M-400110,1070426862,0,0.6,D6,0,
VGlut-F-400049,297251714,0,0.0,D6,1,36.0244255065918
VGlut-F-400186,1700644008,0,0.6,D6,0,23.991378784179688
TH-M-300005,1289359184,0,0.6,D6,0,
