fc,em,similarity score
VGlut-F-400184,1888199872,0.1974435122815895
VGlut-F-400184,5901196806,0.2399638214797228
VGlut-F-500335,5901196806,0.2044817295995592
TH-F-000019,361005850,0.3465179576120497
VGlut-F-400184,5813034455,0.2392620819377146
TH-M-000029,361005850,0.2158728685687814
VGlut-F-500335,1730651751,0.2231050096156926
Cha-F-400237,5813021533,0.3312800161294804
TH-M-000032,542376096,0.3695175982394818
Trh-M-400131,988567837,0.3697736572697984
TH-M-200010,548712377,0.242628992579126
TH-M-000032,296139882,0.2829695475741186
TH-F-200026,5813049380,0.3443406508278971
TH-F-200004,5813021602,0.3245127089964372
TH-M-300063,329970706,0.2130397507979963
TH-F-000036,510987433,0.2592782857985828
TH-M-200095,422751191,0.2854685287524411
Cha-F-500071,609548390,0.2397422031653577
TH-M-200010,5813083780,0.2937032885384167
fru-F-000094,422738252,0.196761200408507
TH-M-000032,361005850,0.2301215763821881
TH-M-100016,361312808,0.2602445274203565
TH-F-100075,5813021602,0.3571511866014834
VGlut-F-500002,5813021602,0.337164069926133
VGlut-F-200036,979627466,0.2586598575693601
VGlut-F-000463,5813024692,0.1029016881933184
TH-M-200095,393766777,0.1774635621076322
VGlut-F-000158,297917475,0.2371163787334104
TH-M-200010,5813020996,0.2503993167030627
Cha-F-400237,701201945,0.3281658600018708
Gad1-F-600059,359598627,0.306811075421384
TH-F-200064,361312808,0.3490298902954023
Gad1-F-600059,1110972158,0.3162373231856827
TH-F-200081,361312808,0.3755222010704737
fru-F-000094,548712377,0.2111026880482447
Cha-F-000329,454002974,0.274061934095006
TH-M-300063,5813049380,0.238673032627796
Cha-F-200299,5812987694,0.2929010361558086
TH-F-000036,486880919,0.2460147911541612
VGlut-F-000463,610274046,0.0366080310994577
TH-M-200095,548712377,0.1975645701945781
VGlut-F-100002,5813055298,0.1872744080670948
TH-F-300037,361312808,0.3208401244376305
VGlut-F-200319,5813068669,0.2314005188839146
Gad1-F-600059,298595394,0.3026277726470786
TH-M-200010,735941254,0.2577708627734118
VGlut-F-400049,327499164,0.3006115993260179
TH-F-200034,361312808,0.4056146216363873
TH-M-200095,579575594,0.3008416114905048
TH-M-200049,361312808,0.2799729987802457
VGlut-F-600204,1005857944,0.2203538004158775
VGlut-F-200036,5813021583,0.2918072407999088
VGlut-F-000463,610274029,0.0350243052609994
VGlut-F-600204,5813068748,0.1813892971866531
VGlut-F-400049,330268940,0.2349068047422748
VGlut-F-200319,421646999,0.1981163837910276
TH-M-200064,361312808,0.3148627902711936
Gad1-F-600059,455431209,0.2930816058776015
VGlut-F-000158,361273559,0.2594187409369636
Trh-M-300071,957506896,0.2332643794683948
Trh-M-300071,1070426862,0.2298259079649803
VGlut-F-600204,669325882,0.1933075604951614
TH-F-100075,510987433,0.3086859508060731
TH-F-200004,510987433,0.3041839318554508
TH-F-100075,329225149,0.2785494597331293
TH-F-000036,326817334,0.1970285166084897
TH-F-100095,361312808,0.3584308924398653
TH-F-100075,297251714,0.2726104961474005
VGlut-F-500002,297251714,0.2051901173772509
Cha-F-000329,579510789,0.2354260503122276
TH-M-300063,331662710,0.2082061011044846
VGlut-F-500002,296139882,0.2241148236249725
TH-F-200004,361005850,0.2375050982579826
VGlut-F-000158,298214577,0.1619147619631651
TH-M-000045,361312808,0.2859728389915847
TH-F-200026,331662710,0.321026262104878
VGlut-F-300438,358890923,0.2157388627394886
TH-M-000029,5813055949,0.0120383177220625
TH-F-000010,359931311,0.3734821882724801
Cha-F-200299,5813059915,0.2672944544105672
VGlut-F-200036,5813056261,0.219541782190984
TH-F-000009,5813021112,0.1922151187338126
VGlut-F-000016,5813033371,0.3837211269495073
VGlut-F-200392,950880008,0.243949577827884
Trh-M-700039,543692985,0.2906811187412217
TH-F-200106,5813055913,0.2112743346882978
TH-F-300062,5813082239,0.1570817154233114
TH-F-100095,328611004,0.276637084064153
VGlut-F-300438,390280026,0.2072930450178377
Trh-M-300071,5813062858,0.3885857674615297
TH-M-200013,1107561814,0.0823593088812309
TH-F-200081,328611004,0.1755239637392194
Trh-M-300071,953414780,0.3285672246578909
Cha-F-100135,422738252,0.2072763208243132
TH-M-000029,487143497,0.1398734016120249
VGlut-F-000111,484359937,0.176820017874382
Trh-M-700039,516055524,0.2337813875307615
Cha-F-300267,329646990,0.1936464655084967
VGlut-F-500002,329225149,0.2297373209136195
TH-F-300037,328611004,0.235518996095898
Cha-F-100135,424793122,0.195340333725164
TH-F-200034,328611004,0.260338454593384
VGlut-F-100002,5813126031,0.0678030339552412
VGlut-F-100002,2095549849,0.0990578795051157
TH-M-300005,579268807,0.1441803649870779
VGlut-F-000111,5813032849,0.1522825019395857
TH-M-000008,579268807,0.2406135839869485
TH-F-200037,422751191,0.103278054286755
TH-F-200037,330640044,0.0320773804792145
VGlut-F-400049,360255138,0.0702957057500718
TH-F-100095,5813049380,0.1545561505668985
VGlut-F-000303,5813056909,0.2379675430569514
TH-F-100083,5813049380,0.0595467696487061
TH-F-200037,517514142,0.1159542874274999
VGlut-F-200036,823058891,0.1133832798320599
TH-F-100099,328611004,0.2957622726101327
VGlut-F-000111,671233447,0.1088816285140218
TH-M-100016,328611004,0.1139005145092338
VGlut-F-000111,1043705078,0.1574825132119029
TH-F-300078,576825965,0.1786911959092657
Cha-F-100135,735941254,0.1395410078282229
TH-F-200037,328611004,0.0715949099128917
VGlut-F-400049,329225149,0.0597945598979859
TH-M-300063,5813020673,0.0775455746776181
TH-F-000019,514842241,0.1041342880070151
TH-M-000045,328611004,0.0759875102688737
Cha-F-100135,5813020996,0.1868131204783785
VGlut-F-000303,575768294,0.1731410983215391
Cha-F-000329,609548390,0.1043221061635956
TH-M-200064,328611004,0.1295701476373519
TH-F-200081,5813049380,0.1093950250710537
TH-M-000008,5813055913,0.2057452723771081
TH-F-200096,5813049380,0.11233152676849
TH-M-200013,5813048837,-0.0398454729753137
TH-F-300037,393063351,0.016722162970363
TH-F-000019,487143497,0.1444253196802256
TH-F-200064,328611004,0.1223177545639007
TH-F-000009,797442049,0.0910751582787412
VGlut-F-200392,5812987694,0.1268760221154961
Trh-M-100071,707539688,0.0777284135564526
TH-F-000036,602368546,0.1421757134533392
VGlut-F-700261,1228265278,0.0743579336607172
TH-F-200034,393063351,0.0577164623290277
TH-F-000009,1014344148,0.1186026755494341
Trh-M-200043,2040301572,0.1324790192961154
TH-F-000009,5813063093,0.0241187591649126
VGlut-F-000303,329897255,0.1610876869107332
Trh-F-100066,707539688,0.0677194828080702
VGlut-F-100035,5813068707,0.1303741078963505
VGlut-F-100035,488231898,0.1080194835323118
TH-M-200064,298258399,0.1336688166717936
Trh-F-100001,707539688,0.0563611194167782
VGlut-F-200062,5813021602,0.142649399992153
TH-M-200035,543692985,0.2544572999881515
VGlut-F-200062,487143497,0.0571861229133244
Trh-F-100001,922069357,0.0177245744266216
TH-F-200064,5813049380,0.0409492908277644
Trh-M-100071,614081151,0.0168074110470597
Cha-F-300267,298258399,0.0410147782140347
VGlut-F-400334,576825965,0.1510264698640761
Trh-M-700039,1043117106,0.0915103088286493
Trh-M-100071,922069357,-0.0031871518728319
TH-F-200064,5813055800,0.0724316474550088
Trh-F-100038,704699661,-0.0382117396651819
VGlut-F-100035,5813011119,-0.0142289414087622
TH-F-300078,736860990,0.1124848960673155
Trh-F-100066,614081151,0.0211038038350864
TH-F-200096,5813020673,0.0439949634199561
Trh-M-100025,614081151,0.0122318921838628
VGlut-F-200062,417221397,0.0542582950675459
Trh-M-100020,328611004,-0.0577983680504797
TH-F-100095,329970706,-0.0915859000021641
TH-M-300005,423101189,-0.0414066316345984
VGlut-F-100035,636789034,0.04083290552813
Trh-F-100066,5813057861,-0.1301803590723625
TH-F-200096,5813055800,0.1104041620702365
TH-F-000091,298258399,-0.0090203203436374
VGlut-F-000177,1042656011,0.0622669138628697
Trh-M-100025,705795727,-0.0172031518420884
TH-M-200013,1192019859,-0.018930018533096
TH-F-100050,5813041180,0.0569481633761536
Trh-M-100037,704699661,0.0059714625745737
Trh-M-700039,456847100,0.1136861191502119
TH-F-000012,579912201,-0.0535721923092611
Trh-F-100066,5813009620,-0.1213159340530315
Trh-F-100001,614081151,-0.0142052203597374
Trh-M-100025,5813057861,-0.0906573605990512
fru-F-000131,297925608,-0.0206687337877122
Trh-F-000008,704699661,0.0542991871505094
Trh-M-100037,1727979406,-0.0361640207778262
VGlut-F-100125,1135837629,0.1156837719209598
VGlut-F-400334,736860990,0.0857316405053311
TH-F-200096,387568523,0.0608865750032126
Trh-F-100038,693927941,-0.0293015900367703
Trh-M-100025,5813060787,0.0814578523366479
VGlut-F-000303,698569644,0.0560455277394542
Trh-F-100001,642694410,0.038844021700765
VGlut-F-100003,704699661,0.0016832799002796
VGlut-F-000177,1479156699,0.0487301967355726
TH-F-000010,331774819,0.0558535811910182
TH-F-000010,543821838,-0.0900217793336189
VGlut-F-700261,1352684733,0.0721767758035642
TH-M-300005,1036637638,-0.0246938801960116
VGlut-F-100125,640194409,0.0902205239568405
TH-F-100050,1160073701,-0.0104306068923949
Trh-M-700039,329897255,0.0045406747579507
TH-M-000008,581746661,-0.0426627723727212
VGlut-F-400334,5813011660,0.0368424951157179
TH-F-200081,387568523,0.0480931578899542
TH-F-100083,298258399,0.0022329490967912
VGlut-F-200251,424793122,0.0541667706661834
TH-F-300078,447599745,-0.0210551624844912
TH-F-100050,975197713,0.0177864024533393
Cha-F-500071,828455033,0.0386789279877586
Gad1-F-500004,5813021943,0.062701330958511
TH-M-200035,5813021943,0.1209259637222731
VGlut-F-100003,693927941,0.0315327948542378
Trh-M-100037,693927941,0.0048329257855249
TH-F-300078,667266529,-0.0005273378854751
TH-F-100036,331774819,0.0755476012909918
VGlut-F-000177,515049524,-0.0229932563025793
Cha-F-500071,764377593,-0.11584691930186
Trh-F-000008,1727979406,-0.0411100844057676
Trh-F-000008,693927941,0.0399168519664549
VGlut-F-700261,5813040277,-0.0186955223105685
Trh-M-100037,5812982656,-0.0361748248713309
TH-M-100063,1572390197,-0.0406365431625532
VGlut-F-700261,859839499,-0.0763676310561315
VGlut-F-400334,5812980494,-0.0074907798775438
VGlut-F-100003,5812982656,-0.0775273673350003
TH-M-100057,1572390197,-0.1471726710846367
TH-M-000008,611693656,-0.1257976638285383
VGlut-F-000177,1354368623,-0.0468115227646551
fru-F-000131,328265389,-0.1985673329359601
Trh-F-100038,5812982656,-0.1791645832915276
TH-M-100057,5813069496,-0.0860072083553728
Cha-F-300267,328601956,-0.1513812513574025
Gad1-F-500004,5813057153,-0.0830229258440216
Trh-F-000008,5812982656,-0.1286771132088227
Cha-F-500071,1013346945,-0.061195422307806
Cha-F-000329,5813078595,-0.1073210934835875
Gad1-F-500004,452953198,-0.0913276000777447
TH-M-200035,452953198,-0.0045257815536903
TH-M-200035,696850811,0.0201509484460902
TH-M-100057,925241334,-0.0622207906208848
TH-M-000008,520617773,-0.1165430457545687
Trh-F-100038,549597974,-0.1371331797397159
TH-F-300037,267551639,-0.1892368363980739
TH-M-100057,1048250312,-0.0785005732928829
TH-M-200049,267551639,-0.1185034974655196
fru-F-000131,543821838,-0.1403974045822656
TH-F-200034,327937328,-0.0632449610855691
fru-F-000131,391496898,-0.1729436792259038
Gad1-F-500004,544046671,-0.1512850073499389
TH-F-200034,267551639,-0.1091849408241384
TH-M-000045,267551639,-0.1006848166081523
fru-F-000131,361704572,-0.262933702749221
TH-F-200106,727652372,-0.2418494527655204
VGlut-F-100003,549597974,-0.1481411390474203
TH-F-000012,667266529,-0.363340866487099
VGlut-F-100125,329566174,-0.4678334155795036
VGlut-F-200251,514850616,-0.1623188261553652
VGlut-F-000556,915481348,-0.2824745732530206
TH-F-200106,1134107162,-0.2678453576026788
VGlut-F-100125,5813020347,-0.2767356837116013
TH-F-200106,884916323,-0.3041254763512134
VGlut-F-200251,5813011133,-0.3649837434715236
VGlut-F-100125,488922181,-0.5609301853498778
TH-M-100063,1443135486,-0.5385437233214472
VGlut-F-000556,978177557,-0.3172481739954849
VGlut-F-000556,945058110,-0.3282998346490547
VGlut-F-000556,944720631,-0.3441170632384336
Cha-F-000329,451982486,-0.5305587747973092
TH-F-000012,573333835,-0.5148152628803763
fru-M-300299,548993536,-0.4948928050407354
TH-M-100063,1449618949,-0.5420755120372461
TH-M-000030,1630051981,-0.5622539456472273
TH-M-300063,5812981000,-0.6657946367469331
