fc_id,em_id,group,label,centroid_dist,ratio_dist,pass_orient,pass_all
VGlut-F-700261,5813047489,dense,1,21.255331,0.11769363,True,True
VGlut-F-700261,5813057579,dense,0,35.831757,0.22541556,True,True
VGlut-F-800130,1671620613,dense,1,31.927969,0.13920844,True,True
VGlut-F-800130,1762359683,dense,1,18.992264,0.056612093,True,True
fru-F-000094,422751191,dense,1,21.190632,0.12755518,True,True
fru-F-000131,360591860,dense,1,17.928331,0.022945466,True,True
fru-F-000131,298258611,dense,1,19.614239,0.010578452,True,True
fru-F-000131,5812980529,dense,1,4.881962,0.046273272,True,True
fru-M-000335,673776769,dense,1,31.870478,0.005345821,True,True
fru-M-000339,329289084,dense,1,22.073795,0.055724915,True,True
fru-M-000339,452029745,dense,1,15.646852,0.046998136,True,True
fru-M-300299,579268807,dense,1,15.532741,0.061060745,True,True
npf-M-300037,5813069630,dense,1,10.390619,0.08051082,True,True
Cha-F-000088,1670597533,dense,1,11.0819435,0.07280673,True,True
Cha-F-000239,1672320134,dense,0,47.068882,0.37206054,True,True
Cha-F-000239,5813069085,dense,0,45.91999,0.32918373,True,True
Cha-F-000239,1704347707,dense,0,50.363396,0.38706604,True,True
Cha-F-200299,950880008,dense,0,33.8263,0.09178608,True,True
Cha-F-200299,5813023322,dense,0,27.149935,0.026169302,True,True
Cha-F-200299,5813098368,dense,0,14.772323,0.11867711,True,True
Cha-F-300344,5813047970,dense,1,30.886974,0.12724826,True,True
Cha-F-300344,951916894,dense,1,9.753337,0.14205395,True,True
Cha-F-400237,1321564092,dense,0,27.146664,0.13273366,True,True
Cha-F-400237,950880008,dense,0,28.231165,0.14238863,True,True
Cha-F-400237,951234513,dense,0,7.657662,0.27253744,True,True
Cha-F-800090,361312808,dense,0,19.334534,0.21738479,True,True
Cha-F-800090,487144598,dense,0,44.287136,0.21337323,True,True
Cha-F-800090,329897255,dense,0,53.474754,0.0073244483,True,True
Gad1-F-000694,5813070613,dense,0,20.715746,0.29126066,True,True
Gad1-F-000694,5813057853,dense,0,18.504236,0.13034594,True,True
Gad1-F-000694,1383016399,dense,0,17.532259,0.34222043,True,True
Gad1-F-000703,421641859,dense,0,38.12983,0.06674105,True,True
Gad1-F-000703,360259229,dense,0,30.447754,0.05889853,True,True
Gad1-F-200186,1702306037,dense,0,29.053013,0.20851152,True,True
Gad1-F-200186,5813039309,dense,0,24.119555,0.089697756,True,True
Gad1-F-200186,5813034455,dense,1,30.426392,0.050543476,True,True
TH-F-000009,1406911688,dense,0,19.42963,0.13495034,True,True
TH-F-000010,298258611,dense,1,23.764452,0.014073992,True,True
TH-F-000019,675767414,dense,0,13.508681,0.2846334,True,True
TH-F-000019,510049477,dense,0,14.727618,0.31003222,True,True
TH-M-000029,675767414,dense,0,8.9999275,0.26790145,True,True
TH-M-000032,675767414,dense,0,7.9292073,0.2791797,True,True
TH-M-000032,611629428,dense,0,6.9148088,0.15403484,True,True
TH-M-100027,5813057579,dense,0,41.106247,0.08586699,True,True
TH-M-100027,797442049,dense,0,40.779057,0.13654357,True,True
TH-M-100027,5813021583,dense,0,50.97024,0.16355708,True,True
TH-M-200034,5813021112,dense,0,12.926907,0.18095203,True,True
TH-M-200034,1406911688,dense,0,20.838007,0.1331183,True,True
TH-M-200034,797442049,dense,0,42.72189,0.12260882,True,True
TH-M-200035,387870860,dense,0,29.930933,0.16715822,True,True
TH-M-300017,5813021112,dense,0,11.051638,0.14838183,True,True
TH-M-300017,1406911688,dense,0,22.722527,0.14445254,True,True
Trh-M-100025,673746277,dense,0,22.050112,0.15169686,True,True
Trh-M-100060,297251714,dense,0,20.641006,0.20640635,True,True
Trh-M-100071,5813062858,dense,1,8.557519,0.034736425,True,True
Trh-M-500163,5813033196,dense,1,15.185956,0.021447351,True,True
Trh-M-700039,797442049,dense,0,52.375908,0.2815458,True,True
VGlut-F-000016,5813098368,dense,0,21.510355,0.19990107,True,True
VGlut-F-000016,1321564092,dense,1,11.052992,0.12575005,True,True
VGlut-F-000016,857793013,dense,0,39.634388,0.35466728,True,True
VGlut-F-000111,5813057579,dense,0,17.387463,0.21854727,True,True
VGlut-F-000158,328870472,dense,0,15.994358,0.21840055,True,True
VGlut-F-000158,298612190,dense,0,7.435716,0.20385672,True,True
VGlut-F-000158,5813078542,dense,0,14.566097,0.034958716,True,True
VGlut-F-200036,947573616,dense,0,9.760514,0.03996308,True,True
VGlut-F-200062,329225149,dense,0,54.64121,0.014978656,True,True
VGlut-F-200062,361312808,dense,0,19.905045,0.19595662,True,True
VGlut-F-200062,329897255,dense,0,54.11254,0.015579635,True,True
VGlut-F-200143,298254384,dense,0,30.429522,0.21036322,True,True
VGlut-F-200143,5813020785,dense,0,14.240872,0.1313815,True,True
VGlut-F-400184,1704347707,dense,0,16.67632,0.2995343,True,True
VGlut-F-400186,5813034455,dense,1,17.026615,0.17208262,True,True
VGlut-F-400757,1640555311,dense,0,18.951378,0.15470922,True,True
VGlut-F-400757,1888199872,dense,1,16.009756,0.08542438,True,True
VGlut-F-400757,1762359683,dense,0,17.225971,0.08076776,True,True
VGlut-F-400898,1702306037,dense,0,17.386517,0.29245666,True,True
VGlut-F-400898,5813034455,dense,1,15.269877,0.13067684,True,True
VGlut-F-500876,5813039309,dense,0,11.258535,0.030225009,True,True
VGlut-F-700261,5813021112,dense,0,26.507547,0.040748525,True,True
VGlut-F-700541,5813039309,dense,0,21.802711,0.02538823,True,True
VGlut-F-700541,1702306037,dense,0,23.564764,0.28473678,True,True
VGlut-F-800130,1640887603,dense,0,25.475597,0.048639227,True,True
VGlut-F-800130,1578826464,dense,0,26.35743,0.08369564,True,True
VGlut-F-800130,1640922754,dense,0,21.332083,0.037741344,True,True
Cha-F-000088,1640909284,dense,1,13.434328,0.1455651,True,True
Cha-F-400237,1135441187,dense,0,16.051958,0.05262467,True,True
Trh-M-200043,1671620613,dense,0,23.573202,0.1317335,True,True
Trh-F-100001,5813062858,dense,1,7.4318686,0.048464704,True,True
Cha-F-000088,1699974843,dense,1,13.191173,0.1518752,True,True
Cha-F-000088,1704347707,dense,1,16.099588,0.104853354,True,True
VGlut-F-400757,1640922516,dense,0,16.753323,0.14114627,True,True
VGlut-F-200392,792326206,dense,1,6.8752227,0.051103257,True,True
Cha-F-000088,5813055277,dense,1,14.070972,0.14032792,True,True
Cha-F-000088,5813056598,dense,1,10.2018,0.10073011,True,True
Cha-F-200299,1135441187,dense,1,6.316327,0.07740202,True,True
VGlut-F-500876,1640922516,dense,0,12.9841795,0.23514383,True,True
VGlut-F-400898,1640922516,dense,0,15.788951,0.284464,True,True
VGlut-F-500876,1667251683,dense,0,11.325143,0.15158758,True,True
Trh-M-100024,5813049824,dense,1,12.913876,0.018456433,True,True
Trh-M-500163,862671913,dense,1,14.2800665,0.10111541,True,True
VGlut-F-400186,1640922516,dense,0,16.481268,0.3254333,True,True
VGlut-F-500335,1640922516,dense,0,22.35421,0.3316591,True,True
Trh-M-100024,5813020684,dense,0,17.27607,0.03252844,True,True
VGlut-F-700541,1640922516,dense,0,22.190418,0.27741605,True,True
TH-F-200026,330640044,dense,0,15.418198,0.0374669,True,True
Trh-M-300140,1008024276,dense,1,17.45016,0.11461763,True,True
Trh-M-400023,953414780,dense,1,7.9371524,0.04752476,True,True
Trh-M-100024,5813055834,dense,1,12.836369,0.0025195375,True,True
VGlut-F-500876,1669924220,dense,0,8.805411,0.07959723,True,True
Trh-M-100024,946308203,dense,1,18.126642,0.09826067,True,True
TH-F-000012,328533761,dense,1,6.045151,0.0074328836,True,True
TH-F-100036,5812980529,dense,1,8.630003,0.03881612,True,True
Trh-M-500163,953410147,dense,1,9.472373,0.017123869,True,True
Trh-M-500163,768555687,dense,1,13.213172,0.11245012,True,True
VGlut-F-800130,1671257931,dense,1,15.180191,0.02053536,True,True
VGlut-F-200319,5813055865,dense,1,8.197245,0.08481326,True,True
TH-M-000029,5813021602,dense,1,20.27815,0.05629244,True,True
VGlut-F-800130,2135408892,dense,0,14.500353,0.19481143,True,True
VGlut-F-800130,5813132949,dense,0,15.396632,0.06158893,True,True
Trh-M-400110,953414780,dense,1,7.4699163,0.039344426,True,True
Trh-M-500163,672006007,dense,1,18.816467,0.07563504,True,True
TH-F-000019,5813021602,dense,1,10.368342,0.3025235,True,True
Trh-F-400055,1070426862,dense,1,7.0074215,0.07406,True,True
TH-F-300062,1262360335,dense,0,40.38513,0.09916958,True,True
Trh-M-500163,891663788,dense,1,9.887718,0.020196669,True,True
VGlut-F-000463,1037293275,dense,1,16.631498,0.09333244,True,True
Trh-M-400110,1008024276,dense,1,21.961842,0.04747164,True,True
Trh-F-300112,953414780,dense,1,7.952484,0.051567055,True,True
Trh-F-400055,1008024276,dense,1,13.947347,0.08711001,True,True
Trh-F-300112,922069357,dense,1,9.494195,0.009225998,True,True
Trh-F-300112,1008024276,dense,1,17.846468,0.068817645,True,True
Trh-M-400023,988567837,dense,1,12.134877,0.15403682,True,True
TH-M-100063,1449247522,dense,1,13.165799,0.0015391794,True,True
VGlut-F-400898,1668944259,dense,0,5.2645903,0.058950715,True,True
Trh-M-400052,1008024276,dense,1,17.910702,0.066268526,True,True
VGlut-F-800130,1640555311,dense,0,17.62762,0.08811223,True,True
Trh-F-400055,953414780,dense,1,9.448387,0.07111637,True,True
Trh-F-300112,5813053851,dense,1,7.6842413,0.09846689,True,True
Trh-M-400131,1008024276,dense,1,22.575287,0.039561585,True,True
Trh-M-400110,957506896,dense,1,15.61056,0.030992983,True,True
fru-F-000094,298603730,dense,1,19.409367,0.009323261,True,True
Cha-F-000239,1733677514,dense,0,16.346144,0.07127878,True,True
TH-F-000036,5813011298,dense,0,12.139359,0.08014789,True,True
VGlut-F-400757,5901196806,dense,1,11.540961,0.091700636,True,True
TH-M-000030,328533761,dense,1,20.687696,0.15928937,True,True
Cha-F-000239,1037293275,dense,0,12.235698,0.07634939,True,True
VGlut-F-000177,672283773,dense,0,9.300411,0.13739423,True,True
Trh-M-400110,1070426862,dense,1,15.344244,0.022596233,True,True
VGlut-F-400049,297251714,dense,0,13.681577,0.2175997,True,True
VGlut-F-400186,1700644008,dense,1,9.041631,0.124789864,True,True
TH-M-300005,1289359184,dense,1,21.676477,0.12197596,True,True
VGlut-F-500876,5813034455,dense,1,15.211869,0.08134764,True,True
TH-F-100050,1289359184,dense,1,17.955189,0.11274261,True,True
VGlut-F-500876,5901196806,dense,1,8.652248,0.058292393,True,True
TH-M-000032,5813021602,dense,1,19.924725,0.045797642,True,True
TH-F-300062,1666561406,dense,0,27.557013,0.1004354,True,True
VGlut-F-400757,1730651751,dense,1,8.430722,0.09654829,True,True
Trh-F-400055,922069357,dense,1,8.900914,0.036952816,True,True
VGlut-F-400898,1700644008,dense,1,6.8567133,0.08254573,True,True
TH-F-300062,1168915489,dense,0,27.253004,0.12054795,True,True
Trh-M-300138,1008024276,dense,1,19.198887,0.0660166,True,True
Trh-M-400023,957506896,dense,1,22.52982,0.016586673,True,True
TH-M-100057,1449247522,dense,1,17.834723,0.02221248,True,True
VGlut-F-400757,5813034455,dense,1,17.165918,0.0324976,True,True
VGlut-F-700541,1700644008,dense,1,11.06563,0.076112755,True,True
TH-F-200026,329970706,dense,0,17.889782,0.042846467,True,True
TH-F-100075,5813011298,dense,1,11.409145,0.0784497,True,True
VGlut-F-300438,5813019526,dense,1,23.607084,0.058405697,True,True
Trh-M-400131,957506896,dense,1,16.387829,0.038689263,True,True
Cha-F-000239,1794055377,dense,1,17.58753,0.12894256,True,True
VGlut-F-200392,5813027276,dense,0,14.285341,0.49574172,True,False
VGlut-F-400186,1730651751,dense,0,8.201151,0.103285216,True,True
VGlut-F-400186,1888199872,dense,0,16.15973,0.27783704,True,True
Cha-F-000239,1316245799,dense,0,19.470778,0.040869854,True,True
Trh-M-400131,953414780,dense,1,10.354145,0.02317287,True,True
TH-F-200106,1225640135,dense,1,18.684366,0.01746846,True,True
TH-F-100036,359931311,dense,1,13.17732,0.019092008,True,True
VGlut-F-200392,1135441187,dense,0,29.964882,0.24048643,True,True
Trh-M-300138,953414780,dense,1,7.652351,0.048496332,True,True
VGlut-F-700541,5901196806,dense,1,14.2023535,0.08950596,True,True
VGlut-F-400184,1730651751,dense,1,6.9724364,0.13767871,True,True
Trh-M-400023,1051980223,dense,0,4.247103,0.08866372,True,True
Trh-M-300071,1008024276,dense,1,13.654471,0.03369119,True,True
VGlut-F-500335,5813034455,dense,0,21.527494,0.1793935,True,True
TH-M-200013,1035601661,dense,1,32.517696,0.09702515,True,True
Trh-M-300138,1070426862,dense,0,12.4330635,0.074733034,True,True
VGlut-F-400898,5901196806,dense,1,9.500921,0.09821801,True,True
VGlut-F-700541,1668944259,dense,1,12.457434,0.050599452,True,True
VGlut-F-700541,5813034455,dense,1,21.98335,0.12375405,True,True
VGlut-F-100002,1978573010,dense,1,28.028366,0.09676143,True,True
VGlut-F-300438,297580589,dense,0,26.045204,0.03419534,True,True
Trh-M-400052,953414780,dense,0,18.088411,0.057728577,True,True
Trh-M-400052,1070426862,dense,1,15.572165,0.031069582,True,True
Trh-M-400052,922069357,dense,1,13.631984,0.06822965,True,True
VGlut-F-600204,5813064410,dense,0,21.60652,0.11557994,True,True
Trh-M-400131,1070426862,dense,1,15.514713,0.047206547,True,True
TH-F-200004,484126552,dense,0,16.938068,0.023709865,True,True
Trh-M-300140,922069357,dense,1,16.345362,0.043127507,True,True
Trh-M-300140,1070426862,dense,1,15.418667,0.12728631,True,True
VGlut-F-400184,1700644008,dense,1,10.629636,0.15822156,True,True
VGlut-F-200319,360259229,dense,0,17.837225,0.09628334,True,True
fru-F-000094,328611004,dense,0,12.68952,0.018478874,True,True
Cha-F-000239,610274029,dense,0,43.794964,0.03417246,True,True
VGlut-F-500335,1888199872,dense,0,20.400728,0.2870317,True,True
VGlut-F-000158,296543992,dense,0,23.341942,0.054209273,True,True
VGlut-F-400184,1888199872,dense,1,14.189997,0.31048247,True,True
VGlut-F-400184,5901196806,dense,1,10.149509,0.16656166,True,True
VGlut-F-500335,5901196806,dense,0,16.101131,0.13502765,True,True
TH-F-000019,361005850,dense,0,16.424683,0.30784082,True,True
VGlut-F-400184,5813034455,dense,1,15.337378,0.20597471,True,True
TH-M-000029,361005850,dense,0,23.481361,0.025462395,True,True
VGlut-F-500335,1730651751,dense,1,13.281093,0.10914914,True,True
Cha-F-400237,5813021533,dense,0,21.413809,0.12437689,True,True
TH-M-000032,542376096,dense,0,24.447252,0.092207246,True,True
Trh-M-400131,988567837,dense,1,5.499353,0.12910342,True,True
TH-M-200010,548712377,dense,0,20.628778,0.06252122,True,True
TH-M-000032,296139882,dense,0,43.862267,0.15117778,True,True
TH-F-200026,5813049380,dense,0,32.652855,0.07301974,True,True
TH-F-200004,5813021602,dense,0,34.422424,0.16289176,True,True
TH-M-300063,329970706,dense,1,24.04727,0.04710968,True,True
TH-F-000036,510987433,dense,0,10.649603,0.05760139,True,True
TH-M-200095,422751191,dense,1,32.03231,0.030249942,True,True
Cha-F-500071,609548390,dense,1,20.64592,0.30196017,True,True
TH-M-200010,5813083780,dense,0,25.599436,0.062313378,True,True
fru-F-000094,422738252,dense,0,34.941902,0.07550217,True,True
TH-M-000032,361005850,dense,0,22.578894,0.04774335,True,True
TH-M-100016,361312808,dense,0,39.308556,0.07099952,True,True
TH-F-100075,5813021602,dense,0,33.616737,0.15418252,True,True
VGlut-F-500002,5813021602,dense,0,29.625208,0.20759618,True,True
VGlut-F-200036,979627466,dense,0,19.723171,0.18932904,True,True
VGlut-F-000463,5813024692,dense,0,33.399372,0.07013232,True,True
TH-M-200095,393766777,dense,0,38.024754,0.19256505,True,True
VGlut-F-000158,297917475,dense,0,48.835888,0.27735272,True,True
TH-M-200010,5813020996,dense,0,35.075108,0.055735108,True,True
Cha-F-400237,701201945,dense,1,25.624685,0.13341987,True,True
Gad1-F-600059,359598627,dense,1,26.608852,0.014655421,True,True
TH-F-200064,361312808,dense,0,36.15468,0.06905037,True,True
Gad1-F-600059,1110972158,dense,1,23.373198,0.048112832,True,True
TH-F-200081,361312808,dense,0,35.580673,0.10735012,True,True
fru-F-000094,548712377,dense,0,55.66999,0.036964167,True,True
Cha-F-000329,454002974,dense,0,39.749535,0.038417794,True,True
TH-M-300063,5813049380,dense,0,34.522663,0.082279876,True,True
Cha-F-200299,5812987694,dense,1,3.7802737,0.08806223,True,True
TH-F-000036,486880919,dense,0,12.684587,0.17267305,True,True
VGlut-F-000463,610274046,dense,0,46.75541,0.088846005,True,True
TH-M-200095,548712377,dense,0,28.212938,0.12936157,True,True
VGlut-F-100002,5813055298,dense,0,27.428381,0.15182608,True,True
TH-F-300037,361312808,dense,0,36.447998,0.066585995,True,True
VGlut-F-200319,5813068669,dense,0,47.114223,0.074331276,True,True
Gad1-F-600059,298595394,dense,1,10.374844,0.09247684,True,True
TH-M-200010,735941254,dense,0,32.670845,0.11803317,True,True
VGlut-F-400049,327499164,dense,0,78.866135,0.17960139,True,True
TH-F-200034,361312808,dense,0,22.816658,0.06890302,True,True
TH-M-200095,579575594,dense,0,27.306122,0.12795909,True,True
TH-M-200049,361312808,dense,0,51.612373,0.035942163,True,True
VGlut-F-600204,1005857944,dense,0,12.428744,0.26359376,True,True
VGlut-F-200036,5813021583,dense,0,24.630365,0.03938384,True,True
VGlut-F-000463,610274029,dense,0,46.91695,0.086253226,True,True
VGlut-F-600204,5813068748,dense,0,24.865065,0.1384554,True,True
VGlut-F-400049,330268940,dense,0,63.29384,0.13591257,True,True
VGlut-F-200319,421646999,dense,0,20.47285,0.3077965,True,True
TH-M-200064,361312808,dense,0,43.28416,0.07154857,True,True
Gad1-F-600059,455431209,dense,1,25.727169,0.025430849,True,True
VGlut-F-000158,361273559,dense,0,10.336099,0.20390818,True,True
Trh-M-300071,957506896,dense,1,8.551841,0.04250669,True,True
Trh-M-300071,1070426862,dense,1,10.326169,0.02331643,True,True
VGlut-F-600204,669325882,dense,0,81.72517,0.018774474,True,True
TH-F-100075,510987433,dense,0,10.191435,0.050481718,True,True
TH-F-200004,510987433,dense,0,10.572007,0.044983584,True,True
TH-F-100075,329225149,dense,0,57.317947,0.120996445,True,True
TH-F-000036,326817334,dense,0,12.38562,0.122642405,True,True
TH-F-100095,361312808,dense,0,16.431862,0.051693592,True,True
TH-F-100075,297251714,dense,0,35.3047,0.09013189,True,True
VGlut-F-500002,297251714,dense,0,36.211388,0.14435132,True,True
Cha-F-000329,579510789,dense,1,44.087315,0.084229715,False,False
TH-M-300063,331662710,dense,0,28.959684,0.07305565,True,True
VGlut-F-500002,296139882,dense,0,22.937466,0.10758104,True,True
TH-F-200004,361005850,dense,0,31.044271,0.17893426,True,True
VGlut-F-000158,298214577,dense,0,12.993747,0.29474276,True,True
TH-M-000045,361312808,dense,0,49.57288,0.051818617,True,True
TH-F-200026,331662710,dense,0,15.805707,0.07085442,True,True
VGlut-F-300438,358890923,dense,0,9.681079,0.048669495,True,True
TH-M-000029,5813055949,dense,0,33.944305,0.08943507,True,True
TH-F-000010,359931311,dense,1,7.9370413,0.02575847,True,True
Cha-F-200299,5813059915,dense,0,14.939486,0.20497042,True,True
VGlut-F-200036,5813056261,dense,0,19.24411,0.120893694,True,True
TH-F-000009,5813021112,dense,0,12.509984,0.20436196,True,True
VGlut-F-000016,5813033371,dense,0,14.176045,0.29759893,True,True
VGlut-F-200392,950880008,dense,0,30.043034,0.35866055,True,True
Trh-M-700039,543692985,dense,0,18.109465,0.16351102,True,True
TH-F-200106,5813055913,dense,0,34.279823,0.16564482,True,True
TH-F-300062,5813082239,dense,0,16.58972,0.21370263,True,True
TH-F-100095,328611004,dense,0,5.7412877,0.10999189,True,True
VGlut-F-300438,390280026,dense,0,14.134435,0.047234923,True,True
Trh-M-300071,5813062858,dense,1,15.024592,0.3040994,True,True
TH-M-200013,1107561814,dense,0,62.250107,0.22407006,True,True
TH-F-200081,328611004,dense,0,14.922511,0.17480996,True,True
Trh-M-300071,953414780,dense,1,17.098158,0.027241886,True,True
Cha-F-100135,422738252,dense,0,16.578085,0.09987755,True,True
TH-M-000029,487143497,dense,0,17.916294,0.3194877,True,True
VGlut-F-000111,484359937,dense,1,22.0605,0.19934522,True,True
Trh-M-700039,516055524,dense,0,22.675339,0.11993536,True,True
Cha-F-300267,329646990,dense,0,15.001325,0.19149856,True,True
VGlut-F-500002,329225149,dense,0,61.755943,0.17458495,True,True
TH-F-300037,328611004,dense,0,16.520458,0.13280636,True,True
Cha-F-100135,424793122,dense,0,24.74967,0.1847134,True,True
TH-F-200034,328611004,dense,0,6.3015018,0.13988438,True,True
VGlut-F-100002,5813126031,dense,0,36.126633,0.20461056,True,True
VGlut-F-100002,2095549849,dense,0,14.589012,0.15088944,True,True
TH-M-300005,579268807,dense,0,12.173811,0.15796977,True,True
VGlut-F-000111,5813032849,dense,1,29.10164,0.2138159,True,True
TH-M-000008,579268807,dense,0,18.0162,0.07690816,True,True
TH-F-200037,422751191,dense,0,19.022978,0.2609402,True,True
TH-F-200037,330640044,dense,0,36.902256,0.07477532,True,True
VGlut-F-400049,360255138,dense,0,47.960587,0.24852638,True,True
TH-F-100095,5813049380,dense,0,22.378838,0.10640545,True,True
VGlut-F-000303,5813056909,dense,0,17.25153,0.051082544,True,True
TH-F-100083,5813049380,dense,0,24.259138,0.16567719,True,True
TH-F-200037,517514142,dense,0,28.621464,0.13563581,True,True
VGlut-F-200036,823058891,dense,0,43.195557,0.17597464,True,True
TH-F-100099,328611004,dense,0,5.63178,0.12562989,True,True
VGlut-F-000111,671233447,dense,1,16.405722,0.25334603,True,True
TH-M-100016,328611004,dense,0,22.942581,0.1388856,True,True
VGlut-F-000111,1043705078,dense,1,16.353928,0.3273245,True,True
TH-F-300078,576825965,dense,0,38.053234,0.3675849,True,True
Cha-F-100135,735941254,dense,0,39.04774,0.08784312,True,True
TH-F-200037,328611004,dense,0,27.036592,0.15670854,True,True
VGlut-F-400049,329225149,dense,0,52.111046,0.24437961,True,True
TH-M-300063,5813020673,dense,0,55.284622,0.07877518,True,True
TH-F-000019,514842241,dense,0,28.187456,0.1827333,True,True
TH-M-000045,328611004,dense,0,30.218952,0.12614739,True,True
Cha-F-100135,5813020996,dense,0,43.405304,0.15910877,True,True
VGlut-F-000303,575768294,dense,0,11.353244,0.07485655,False,False
Cha-F-000329,609548390,dense,1,38.977512,0.13839132,True,True
TH-M-200064,328611004,dense,0,24.894875,0.13334587,True,True
TH-F-200081,5813049380,dense,0,10.159824,0.17173183,True,True
TH-M-000008,5813055913,dense,0,17.678198,0.053709153,True,True
TH-F-200096,5813049380,dense,0,14.573946,0.15707408,True,True
TH-M-200013,5813048837,dense,0,55.876663,0.13344365,True,True
TH-F-300037,393063351,dense,0,44.218002,0.28448632,True,True
TH-F-000019,487143497,dense,0,26.993637,0.57641107,True,False
TH-F-200064,328611004,dense,0,19.06265,0.14198455,True,True
TH-F-000009,797442049,dense,0,40.754948,0.14546488,True,True
VGlut-F-200392,5812987694,dense,0,24.832952,0.23522805,True,True
Trh-M-100071,707539688,dense,0,10.45871,0.1479435,True,True
TH-F-000036,602368546,dense,0,11.444193,0.021743774,True,True
VGlut-F-700261,1228265278,dense,0,23.168032,0.11762473,True,True
TH-F-200034,393063351,dense,0,51.909283,0.29069623,True,True
TH-F-000009,1014344148,dense,0,38.219116,0.29779193,True,True
Trh-M-200043,2040301572,dense,0,27.644102,0.027968237,True,True
TH-F-000009,5813063093,dense,0,46.971676,0.029549789,True,True
VGlut-F-000303,329897255,dense,0,23.115118,0.08072136,True,True
Trh-F-100066,707539688,dense,0,19.174948,0.1928377,True,True
VGlut-F-100035,5813068707,dense,0,14.373117,0.025309172,True,True
VGlut-F-100035,488231898,dense,0,14.8707485,0.038880385,True,True
TH-M-200064,298258399,dense,0,18.181837,0.1199843,True,True
TH-F-100083,329970706,dense,0,31.026497,0.050067317,True,True
Trh-F-100001,707539688,dense,0,20.044813,0.19308938,True,True
VGlut-F-200062,5813021602,dense,0,40.920452,0.054564174,True,True
TH-M-200035,543692985,dense,0,33.871685,0.07646502,True,True
VGlut-F-200062,487143497,dense,0,58.896587,0.23540369,True,True
Trh-F-100001,922069357,dense,0,12.727956,0.29247224,True,True
TH-F-200064,5813049380,dense,0,20.5692,0.14197338,True,True
Trh-M-100071,614081151,dense,0,10.960831,0.15417293,True,True
Cha-F-300267,298258399,dense,0,25.533998,0.05752737,True,True
VGlut-F-400334,576825965,dense,0,26.33801,0.17856245,True,True
Trh-M-700039,1043117106,dense,0,34.70814,0.2811871,True,True
Trh-M-100071,922069357,dense,0,4.9620523,0.24922,True,True
TH-F-200064,5813055800,dense,0,28.11447,0.06789834,True,True
Trh-F-100038,704699661,dense,0,57.572567,0.28926653,True,True
VGlut-F-100035,5813011119,dense,0,22.791313,0.07399241,False,False
TH-F-300078,736860990,dense,0,23.015356,0.39776924,True,True
Trh-F-100066,614081151,dense,0,19.692305,0.19966997,True,True
TH-F-200096,5813020673,dense,1,35.351833,0.111731336,True,True
Trh-M-100025,614081151,dense,0,11.365373,0.17367542,True,True
VGlut-F-200062,417221397,dense,0,41.90092,0.230117,True,True
Trh-M-100020,328611004,dense,0,28.011679,0.18383127,True,True
TH-F-100095,329970706,dense,0,50.809162,0.009421889,True,True
TH-M-300005,423101189,dense,0,53.330223,0.30762818,True,True
VGlut-F-100035,636789034,dense,0,17.520931,0.1138164,True,True
Trh-F-100066,5813057861,dense,0,23.85529,0.1826179,True,True
TH-F-200096,5813055800,dense,0,20.81081,0.08025331,True,True
TH-F-000091,298258399,dense,0,21.629606,0.14607176,True,True
VGlut-F-000177,1042656011,dense,0,38.2488,0.096533045,True,True
Trh-M-100025,705795727,dense,0,29.366241,0.20717344,True,True
TH-M-200013,1192019859,dense,0,58.248955,0.26719046,True,True
TH-F-100050,5813041180,dense,0,16.359587,0.31510717,True,True
Trh-M-100037,704699661,dense,0,69.245636,0.21775399,True,True
Trh-M-700039,456847100,dense,0,35.212124,0.4278449,True,False
TH-F-000012,579912201,dense,0,55.23867,0.036876258,True,True
Trh-F-100066,5813009620,dense,0,48.076942,0.2621377,True,True
Trh-F-100001,614081151,dense,0,20.677351,0.19951199,True,True
Trh-M-100025,5813057861,dense,0,31.346062,0.14608537,True,True
fru-F-000131,297925608,dense,0,66.929985,0.20210789,True,True
Trh-F-000008,704699661,dense,0,57.644276,0.302603,True,True
Trh-M-100037,1727979406,dense,0,46.689045,0.29088464,True,True
VGlut-F-100125,1135837629,dense,0,31.507126,0.0808023,True,True
VGlut-F-400334,736860990,dense,0,26.033438,0.24489337,True,True
TH-F-200096,387568523,dense,0,18.247343,0.08893184,True,True
Trh-F-100038,693927941,dense,0,58.029972,0.24860449,True,True
Trh-M-100025,5813060787,dense,0,16.81479,0.09043516,True,True
VGlut-F-000303,698569644,dense,0,35.58626,0.15240128,True,True
Trh-F-100001,642694410,dense,0,14.958714,0.12321741,True,True
VGlut-F-100003,704699661,dense,0,64.221115,0.25891954,True,True
VGlut-F-000177,1479156699,dense,0,19.35102,0.42149815,True,False
TH-F-000010,331774819,dense,0,114.00211,0.06589966,True,False
TH-F-000010,543821838,dense,0,57.64457,0.15403187,True,True
VGlut-F-700261,1352684733,dense,0,48.243248,0.15974613,True,True
TH-M-300005,1036637638,dense,0,35.533077,0.16756746,True,True
VGlut-F-100125,640194409,dense,1,36.114574,0.30777752,True,True
TH-F-100050,1160073701,dense,0,13.824824,0.19849774,True,True
Trh-M-700039,329897255,dense,0,50.193253,0.31937146,True,True
TH-M-000008,581746661,dense,0,45.787518,0.11613615,True,True
VGlut-F-400334,5813011660,dense,0,33.683773,0.13635513,True,True
TH-F-200081,387568523,dense,0,23.414331,0.104256585,True,True
TH-F-100083,298258399,dense,0,15.967813,0.15249966,True,True
